date,airport,direction,time,destination,flight,airline,duration,scraped_at
2026-10-20,BWN,departure,00:35,CGK Jakarta,BI737,Royal Brunei Airlines,2h 25m,2026-02-12T19:51:28.877951
2026-10-20,BWN,departure,02:05,ICN Seoul,BI651,Royal Brunei Airlines,5h 30m,2026-02-12T19:51:29.010272
2026-10-20,BWN,departure,09:10,SIN Singapore,BI421,Royal Brunei Airlines,2h 0m,2026-02-12T19:51:29.130780
2026-10-20,BWN,departure,09:40,TPE Taipei,BI451,Royal Brunei Airlines,3h 35m,2026-02-12T19:51:29.262843
2026-10-20,BWN,departure,10:55,BKK Bangkok,BI513,Royal Brunei Airlines,2h 45m,2026-02-12T19:51:29.393215
2026-10-20,BWN,departure,11:15,JED Jeddah,BI1,Royal Brunei Airlines,10h 0m,2026-02-12T19:51:29.546409
2026-10-20,BWN,departure,12:10,SIN Singapore,SQ147,Singapore Airlines,2h 20m,2026-02-12T19:51:29.688729
2026-10-20,BWN,departure,12:20,SGN Ho Chi Minh City,BI381,Royal Brunei Airlines,1h 55m,2026-02-12T19:51:29.824669
2026-10-20,BWN,departure,16:10,KUL Kuala Lumpur,AK279,AirAsia,2h 25m,2026-02-12T19:51:29.953290
2026-10-20,BWN,departure,17:55,KUL Kuala Lumpur,BI873,Royal Brunei Airlines,2h 30m,2026-02-12T19:51:30.084346
2026-10-20,BWN,departure,18:35,SIN Singapore,BI423,Royal Brunei Airlines,2h 0m,2026-02-12T19:51:30.205370
2026-10-20,BWN,departure,19:05,DXB Dubai,BI97,Royal Brunei Airlines,8h 25m,2026-02-12T19:51:30.340160
2026-10-20,BWN,departure,19:35,BKI Kota Kinabalu,BI827,Royal Brunei Airlines,0h 40m,2026-02-12T19:51:30.465471
2026-10-20,BWN,departure,19:40,KCH Kuching,BI855,Royal Brunei Airlines,1h 10m,2026-02-12T19:51:30.593164
2026-10-20,BWN,departure,20:00,MAA Chennai,BI121,Royal Brunei Airlines,5h 20m,2026-02-12T19:51:30.729492
2026-10-20,BWN,departure,23:40,MNL Manila,5J410,Cebu Pacific,2h 20m,2026-02-12T19:51:30.895566
2026-10-20,BWN,arrival,06:00,PKX Beijing,BI624,Royal Brunei Airlines,5h 30m,2026-02-12T19:51:35.022550
2026-10-20,BWN,arrival,09:00,BKI Kota Kinabalu,BI822,Royal Brunei Airlines,0h 40m,2026-02-12T19:51:35.161692
2026-10-20,BWN,arrival,09:00,SUB Surabaya,BI796,Royal Brunei Airlines,2h 15m,2026-02-12T19:51:35.309635
2026-10-20,BWN,arrival,09:45,CGK Jakarta,BI738,Royal Brunei Airlines,2h 30m,2026-02-12T19:51:35.448960
2026-10-20,BWN,arrival,11:20,SIN Singapore,SQ148,Singapore Airlines,2h 20m,2026-02-12T19:51:35.596357
2026-10-20,BWN,arrival,14:20,SIN Singapore,BI422,Royal Brunei Airlines,2h 10m,2026-02-12T19:51:35.746845
2026-10-20,BWN,arrival,15:45,KUL Kuala Lumpur,AK278,AirAsia,2h 25m,2026-02-12T19:51:35.885346
2026-10-20,BWN,arrival,15:55,ICN Seoul,BI652,Royal Brunei Airlines,5h 20m,2026-02-12T19:51:36.021812
2026-10-20,BWN,arrival,17:00,SGN Ho Chi Minh City,BI382,Royal Brunei Airlines,1h 55m,2026-02-12T19:51:36.165481
2026-10-20,BWN,arrival,17:15,BKK Bangkok,BI514,Royal Brunei Airlines,2h 45m,2026-02-12T19:51:36.308532
2026-10-20,BWN,arrival,17:40,MEL Melbourne,BI6,Royal Brunei Airlines,7h 10m,2026-02-12T19:51:36.440904
2026-10-20,BWN,arrival,17:50,TPE Taipei,BI452,Royal Brunei Airlines,3h 35m,2026-02-12T19:51:36.580788
2026-10-20,BWN,arrival,21:45,BKI Kota Kinabalu,BI828,Royal Brunei Airlines,0h 40m,2026-02-12T19:51:36.712865
2026-10-20,BWN,arrival,22:55,KCH Kuching,BI856,Royal Brunei Airlines,1h 15m,2026-02-12T19:51:36.861267
2026-10-20,BWN,arrival,22:55,MNL Manila,5J409,Cebu Pacific,2h 25m,2026-02-12T19:51:37.026729
2026-10-20,BWN,arrival,23:35,SIN Singapore,BI424,Royal Brunei Airlines,2h 10m,2026-02-12T19:51:37.164452
2026-10-20,BWN,arrival,23:40,KUL Kuala Lumpur,BI874,Royal Brunei Airlines,2h 25m,2026-02-12T19:51:37.307536
