date,airport,direction,time,destination,flight,airline,duration,scraped_at
2026-05-28,BWN,departure,02:00,PKX Beijing,BI623,Royal Brunei Airlines,5h 25m,2026-02-12T18:55:10.184487
2026-05-28,BWN,departure,08:50,KUL Kuala Lumpur,BI871,Royal Brunei Airlines,2h 30m,2026-02-12T18:55:10.332408
2026-05-28,BWN,departure,09:40,TPE Taipei,BI451,Royal Brunei Airlines,3h 35m,2026-02-12T18:55:10.471929
2026-05-28,BWN,departure,10:25,HKG Hong Kong,BI635,Royal Brunei Airlines,3h 10m,2026-02-12T18:55:10.600305
2026-05-28,BWN,departure,10:55,CGK Jakarta,BI735,Royal Brunei Airlines,2h 25m,2026-02-12T18:55:10.746083
2026-05-28,BWN,departure,12:10,SIN Singapore,SQ147,Singapore Airlines,2h 20m,2026-02-12T18:55:10.880783
2026-05-28,BWN,departure,12:30,SGN Ho Chi Minh City,BI381,Royal Brunei Airlines,1h 55m,2026-02-12T18:55:11.023096
2026-05-28,BWN,departure,13:05,KCH Kuching,BI855,Royal Brunei Airlines,1h 10m,2026-02-12T18:55:11.161420
2026-05-28,BWN,departure,15:25,BKI Kota Kinabalu,BI825,Royal Brunei Airlines,0h 40m,2026-02-12T18:55:11.312227
2026-05-28,BWN,departure,16:10,KUL Kuala Lumpur,AK279,AirAsia,2h 25m,2026-02-12T18:55:11.457918
2026-05-28,BWN,departure,17:55,KUL Kuala Lumpur,BI873,Royal Brunei Airlines,2h 30m,2026-02-12T18:55:11.598929
2026-05-28,BWN,departure,18:30,SIN Singapore,BI423,Royal Brunei Airlines,2h 0m,2026-02-12T18:55:11.740159
2026-05-28,BWN,departure,18:30,MNL Manila,BI685,Royal Brunei Airlines,2h 25m,2026-02-12T18:55:11.879478
2026-05-28,BWN,departure,19:00,BKI Kota Kinabalu,BI827,Royal Brunei Airlines,0h 40m,2026-02-12T18:55:12.035058
2026-05-28,BWN,departure,19:05,DXB Dubai,BI97,Royal Brunei Airlines,8h 25m,2026-02-12T18:55:12.173083
2026-05-28,BWN,departure,20:00,MAA Chennai,BI121,Royal Brunei Airlines,5h 20m,2026-02-12T18:55:12.297414
2026-05-28,BWN,departure,20:35,MEL Melbourne,BI5,Royal Brunei Airlines,6h 55m,2026-02-12T18:55:12.449519
2026-05-28,BWN,departure,21:35,SUB Surabaya,BI795,Royal Brunei Airlines,2h 15m,2026-02-12T18:55:12.579698
2026-05-28,BWN,departure,23:40,MNL Manila,5J410,Cebu Pacific,2h 20m,2026-02-12T18:55:12.722603
2026-05-28,BWN,arrival,00:45,BKK Bangkok,BI520,Royal Brunei Airlines,2h 45m,2026-02-12T18:55:16.130761
2026-05-28,BWN,arrival,09:00,SUB Surabaya,BI796,Royal Brunei Airlines,2h 15m,2026-02-12T18:55:16.275516
2026-05-28,BWN,arrival,11:20,SIN Singapore,SQ148,Singapore Airlines,2h 20m,2026-02-12T18:55:16.427294
2026-05-28,BWN,arrival,14:35,KUL Kuala Lumpur,BI872,Royal Brunei Airlines,2h 25m,2026-02-12T18:55:16.574739
2026-05-28,BWN,arrival,15:45,KUL Kuala Lumpur,AK278,AirAsia,2h 25m,2026-02-12T18:55:16.719996
2026-05-28,BWN,arrival,16:20,KCH Kuching,BI856,Royal Brunei Airlines,1h 15m,2026-02-12T18:55:16.854802
2026-05-28,BWN,arrival,16:40,CGK Jakarta,BI736,Royal Brunei Airlines,2h 30m,2026-02-12T18:55:16.995933
2026-05-28,BWN,arrival,17:10,SGN Ho Chi Minh City,BI382,Royal Brunei Airlines,1h 55m,2026-02-12T18:55:17.131676
2026-05-28,BWN,arrival,17:15,BKI Kota Kinabalu,BI826,Royal Brunei Airlines,0h 40m,2026-02-12T18:55:17.279776
2026-05-28,BWN,arrival,17:40,HKG Hong Kong,BI636,Royal Brunei Airlines,3h 0m,2026-02-12T18:55:17.416792
2026-05-28,BWN,arrival,17:40,MEL Melbourne,BI6,Royal Brunei Airlines,7h 10m,2026-02-12T18:55:17.562652
2026-05-28,BWN,arrival,17:50,DXB Dubai,BI98,Royal Brunei Airlines,8h 35m,2026-02-12T18:55:17.707640
2026-05-28,BWN,arrival,17:50,TPE Taipei,BI452,Royal Brunei Airlines,3h 35m,2026-02-12T18:55:17.838151
2026-05-28,BWN,arrival,20:55,BKI Kota Kinabalu,BI828,Royal Brunei Airlines,0h 40m,2026-02-12T18:55:17.988358
2026-05-28,BWN,arrival,22:55,MNL Manila,5J409,Cebu Pacific,2h 25m,2026-02-12T18:55:18.129319
2026-05-28,BWN,arrival,23:40,KUL Kuala Lumpur,BI874,Royal Brunei Airlines,2h 25m,2026-02-12T18:55:18.300699
2026-05-28,BWN,arrival,23:40,SIN Singapore,BI424,Royal Brunei Airlines,2h 10m,2026-02-12T18:55:18.444152
2026-05-28,BWN,arrival,23:59,MNL Manila,BI686,Royal Brunei Airlines,2h 14m,2026-02-12T18:55:18.575644
