date,airport,direction,time,destination,flight,airline,duration,page_date_verified,scraped_at
2026-09-13,PHS,departure,09:15,DMK Bangkok,SL551,Thai Lion Air,1h 0m,True,2026-02-23T18:56:13.868934
2026-09-13,PHS,departure,09:35,DMK Bangkok,FD3309,Thai AirAsia,0h 45m,True,2026-02-23T18:56:14.015394
2026-09-13,PHS,departure,15:40,DMK Bangkok,SL557,Thai Lion Air,1h 0m,True,2026-02-23T18:56:14.202097
2026-09-13,PHS,departure,16:55,DMK Bangkok,FD3307,Thai AirAsia,0h 50m,True,2026-02-23T18:56:14.368494
2026-09-13,PHS,departure,18:30,DMK Bangkok,FD3311,Thai AirAsia,1h 0m,True,2026-02-23T18:56:14.510487
2026-09-13,PHS,arrival,08:35,DMK Bangkok,SL550,Thai Lion Air,1h 5m,True,2026-02-23T18:56:24.066478
2026-09-13,PHS,arrival,09:05,DMK Bangkok,FD3308,Thai AirAsia,0h 55m,True,2026-02-23T18:56:24.183005
2026-09-13,PHS,arrival,15:00,DMK Bangkok,SL556,Thai Lion Air,1h 0m,True,2026-02-23T18:56:24.293302
2026-09-13,PHS,arrival,16:25,DMK Bangkok,FD3306,Thai AirAsia,1h 0m,True,2026-02-23T18:56:24.390581
2026-09-13,PHS,arrival,18:00,DMK Bangkok,FD3310,Thai AirAsia,1h 0m,True,2026-02-23T18:56:24.507716
