date,airport,direction,time,destination,flight,airline,duration,scraped_at
2026-05-26,PPG,departure,23:20,HNL Honolulu,HA866,Hawaiian Airlines,5h 30m,2026-02-12T19:17:53.378701
2026-05-26,PPG,arrival,05:50,PPG Pago Pago,HA866,Hawaiian Airlines,5h 30m,2026-02-12T19:17:58.528229
