date,airport,direction,time,destination,flight,airline,airline_source,duration,aircraft,page_date_verified,scraped_at
2026-07-31,LBD,departure,03:25,ZIA Zhukovsky,U62426,Ural Airlines,text,4h 25m,Airbus A321,True,2026-02-16T10:34:33.527694
2026-07-31,LBD,departure,03:40,LED Saint Petersburg,U62642,Ural Airlines,text,5h 20m,Airbus A320,True,2026-02-16T10:34:34.618914
2026-07-31,LBD,departure,07:00,SVX Yekaterinburg,U62956,Ural Airlines,text,3h 5m,Airbus A320,True,2026-02-16T10:34:35.712751
2026-07-31,LBD,departure,15:00,KJA Krasnojarsk,U62920,Ural Airlines,text,3h 30m,Airbus A319,True,2026-02-16T10:34:36.766955
2026-07-31,LBD,departure,16:20,ZIA Zhukovsky,U62430,Ural Airlines,text,4h 25m,Airbus A321,True,2026-02-16T10:34:37.831934
2026-07-31,LBD,arrival,00:20,URC Urumqi,SZ150,Somon Air,text,2h 40m,Boeing 737 Passenger,True,2026-02-16T10:34:41.872336
2026-07-31,LBD,arrival,02:10,ZIA Zhukovsky,U62425,Ural Airlines,text,4h 5m,Airbus A321,True,2026-02-16T10:34:42.944058
2026-07-31,LBD,arrival,02:25,LED Saint Petersburg,U62641,Ural Airlines,text,4h 45m,Airbus A320,True,2026-02-16T10:34:44.062013
2026-07-31,LBD,arrival,05:45,SVX Yekaterinburg,U62955,Ural Airlines,text,3h 0m,Airbus A320,True,2026-02-16T10:34:45.175252
2026-07-31,LBD,arrival,13:45,KJA Krasnojarsk,U62919,Ural Airlines,text,4h 0m,Airbus A319,True,2026-02-16T10:34:46.321818
2026-07-31,LBD,arrival,15:05,ZIA Zhukovsky,U62429,Ural Airlines,text,4h 5m,Airbus A321,True,2026-02-16T10:34:47.374198
